city,time,prod,price,qty
1,11,4,7.68667770366441,729.448009713516
1,11,5,8.89639894611738,884.831610466581
1,12,1,5.82982670661951,462.612167516157
1,12,2,7.14614872603809,669.612194197528
1,12,3,5.32971918451625,638.328340939596
1,12,4,8.10599995025738,955.05641999131
1,12,5,8.6704022283519,853.896613987237
1,13,1,2.73493685116686,43.9289182406386
1,13,2,5.64346654291183,340.584525034556
1,13,3,2.77090887772348,343.104031137644
1,13,4,5.12879959936182,435.312524319733
1,13,5,5.39988745546077,523.12242083592
1,14,1,4.3532271574597,487.139791486587
1,14,2,4.90120263810671,161.681811552394
1,14,3,5.33926155317756,612.951501063049
1,14,4,6.50486538791718,782.97106642777
1,14,5,6.44700270414075,481.26827496742
1,15,1,4.79504386082031,586.154718532951
1,15,2,5.41151950018321,572.999835109233
1,15,3,5.46878404425731,571.005343994485
1,15,4,6.30857220058583,647.566737003055
1,15,5,7.38681011238396,689.353534231722
1,16,1,4.53229088780082,439.302931652713
1,16,2,5.58376664206301,478.211628398983
1,16,3,3.24280411438307,397.194339565343
1,16,4,4.59037063108626,506.274437965228
1,16,5,7.94475907872335,782.085927133275
1,17,1,3.67035775692117,487.209007170484
1,17,2,4.49452716966595,472.803974220764
1,17,3,4.64415600900397,574.100493586276
1,17,4,7.95407718816819,598.055015187668
1,17,5,6.34708028878748,647.291386532729
1,18,1,4.57866000918567,576.213437617369
1,18,2,8.16031254724353,568.180733836741
1,18,3,5.21226969282562,586.905948171435
1,18,4,8.15763520587416,925.366127856231
1,18,5,7.64653414918131,689.601279812179
1,19,1,3.35810455139478,437.896033725967
1,19,2,6.55853189597948,717.645250808732
1,19,3,7.25822262543949,301.920113503158
1,19,4,5.24592805046219,606.120109381362
1,19,5,8.96064577353717,897.185755295442
1,20,1,3.10862562798351,387.015996248452
1,20,2,5.34628340906046,468.291896796616
1,20,3,4.90475034062054,508.833154590088
1,20,4,5.1899419049122,666.565246608767
1,20,5,6.66695302561861,637.595390405318
1,21,1,3.640428357121,232.671289810318
1,21,2,5.68481965227591,325.933674040788
1,21,3,3.80851171423291,472.695657568638
1,21,4,4.33004081978835,445.385663573531
1,21,5,6.38564720056232,635.484369878188
1,22,1,4.16363941976093,528.925093089249
1,22,2,5.00516552181134,475.61611907296
1,22,3,3.75584183272379,451.617878331354
1,22,4,6.62692967640882,843.81606641273
1,22,5,6.08905035689533,585.109682853876
1,23,1,4.82025589679095,385.940920616275
1,23,2,6.7021596777356,714.400216962809
1,23,3,5.16370487700499,581.464539030396
1,23,4,6.62314013795735,781.892152712238
1,23,5,8.7414897828173,821.249599506765
1,24,1,3.68258540783074,450.61797459561
1,24,2,7.16174979889467,674.446641922143
1,24,3,6.37175805439186,373.020115889156
1,24,4,7.46611787255976,696.913324017267
1,24,5,8.58313694577522,886.645179027532
1,25,1,4.79698674295045,460.643161607714
1,25,2,7.59809237791454,730.38920368156
1,25,3,6.48740940852627,744.103081633941
1,25,4,7.12740724790731,929.367889887378
1,25,5,10.7954996172135,696.67595770697
1,26,1,1.61779795686194,202.369066054034
1,26,2,4.25348238762494,251.214210103406
1,26,3,3.04191709385096,310.934279910396
1,26,4,3.81450892620841,462.484471853795
1,26,5,6.84406716079514,503.726012773912
1,27,1,5.59462395829677,734.884986080418
1,27,2,7.34756004674115,798.710729541446
1,27,3,7.1432156755146,824.831694294268
1,27,4,9.59511675347152,897.590470154716
1,27,5,9.40136261349778,890.179699543474
1,28,1,3.45521925832481,424.655877524056
1,28,2,5.63125895839844,201.390003258777
1,28,3,4.89985151830178,482.818493867739
1,28,4,6.50918570145242,720.048523699142
1,28,5,5.29122304088028,510.15914903728
1,29,1,5.39066632734751,770.293333492099
1,29,2,8.352465028724,804.479760188112
1,29,3,6.87850194074318,807.578274672716
1,29,4,7.4827891555401,955.640270401873
1,29,5,11.1086814820461,468.0009137624
1,30,1,4.01496360588862,328.435297172875
1,30,2,4.13060689847018,441.046937858605
1,30,3,5.66475724195348,369.48210266437
1,30,4,7.72371329164895,983.953510494811
1,30,5,8.09888022523818,779.866376691052
2,1,1,4.30289761326937,44.0187024134866
2,1,2,3.4854934210143,140.490174326688
2,1,3,3.09168502785523,251.323189118606
2,1,4,6.42443247209906,263.95764321831
2,1,5,5.80088893243755,579.356142113346
2,2,1,3.35835330402924,458.455720761364
2,2,2,4.71390624535649,456.334138987553
2,2,3,5.19283171689358,640.210965280821
2,2,4,6.12964992970221,619.379046943287
2,2,5,8.56808405538418,659.064161136172
2,3,1,5.41564579493092,756.799082892289
2,3,2,5.55101236087796,593.97940548913
2,3,3,6.64980665143565,859.945716277917
2,3,4,7.33626745645741,810.171749950822
2,3,5,7.95596052735755,684.919116066488
2,4,1,3.80350582122646,365.946642918344
2,4,2,5.00244563175111,518.921551758572
2,4,3,5.44561428522131,603.934259833871
2,4,4,4.07782372686276,501.257235873335
2,4,5,8.09403411821861,345.433620111369
2,5,1,2.55226901932157,70.6556100999639
2,5,2,1.88175515181664,167.576713204941
2,5,3,5.00951277184363,353.997965402364
2,5,4,5.60856803826389,673.259571246057
2,5,5,4.50493960057757,383.952072143716
2,6,1,5.57582648967125,525.659197698843
2,6,2,6.53864085826621,650.464120518658
2,6,3,6.33520306622083,671.761805567609
2,6,4,6.50870910505993,810.188427992943
2,6,5,8.57267216720988,872.969842343722
2,7,1,3.67694329597134,527.922056000441
2,7,2,5.71169770917081,567.808695099866
2,7,3,4.61293844754355,579.613284878068
2,7,4,6.55037385164874,745.780747792983
2,7,5,7.68223935933175,793.360039337177
2,8,1,7.44157162833965,8.53873181926213
2,8,2,4.33190474513565,283.654410033889
2,8,3,4.01298968603185,399.731198215029
2,8,4,5.61267283423265,702.39870926639
2,8,5,6.89241495640349,683.778100422865
2,9,1,3.81120906309771,533.320706806291
2,9,2,5.87762421627292,581.677020769533
2,9,3,5.97532720196968,645.772941519102
2,9,4,5.99455852951788,652.127663226978
2,9,5,9.15009076784808,458.86689591279
2,10,1,4.62241990562493,547.607826669018
2,10,2,7.67306102106452,544.485567454138
2,10,3,5.71302554313407,721.667236103657
2,10,4,5.56024777174835,711.648231171525
2,10,5,7.45052077879436,735.274190487225
2,11,1,4.41807572137899,505.277819087
2,11,2,5.89489777581835,466.861886986592
2,11,3,10.1582388209518,-13.6714397275159
2,11,4,6.58770927625622,606.966156283536
2,11,5,6.8241272261025,666.837206746088
2,12,1,6.32322228447183,477.177261930406
2,12,2,5.52012043223589,498.852945552641
2,12,3,5.93090428514987,714.47359691302
2,12,4,6.16613614184423,700.159900532193
2,12,5,7.70996088062735,754.495757180336
2,13,1,4.36120301562597,340.311936173896
2,13,2,5.534686579018,325.83410763643
2,13,3,3.38691150521906,419.607904176765
2,13,4,4.71596938561958,397.555490390744
2,13,5,5.94426797893587,578.58084476729
2,14,1,2.41106244945487,209.008271412815
2,14,2,7.32938968826509,461.454547686443
2,14,3,5.05488125541354,566.544675413029
2,14,4,6.44565522202299,771.428450425817
2,14,5,7.0838698692763,563.694852461288
2,15,1,2.20450118290524,206.605777203521
2,15,2,3.92232228110992,406.763334932518
2,15,3,2.97041516386577,221.657302758738
2,15,4,4.57209456468589,419.705729106051
2,15,5,5.73025653799473,518.406149847957
2,16,1,3.40871074924744,246.687147180733
2,16,2,4.44669572169459,352.985137399192
2,16,3,4.44522716515131,556.173016561378
2,16,4,5.30420852535037,603.173907813898
2,16,5,5.68930425901362,542.692330383212
2,17,1,3.06986634353426,403.73183695364
2,17,2,5.33091525258893,566.896669538195
2,17,3,4.37642868211229,541.438508146584
2,17,4,6.77697802036612,456.444331023354
2,17,5,7.62577333673771,780.597431395522
2,18,1,5.71712814794469,735.862636493135
2,18,2,7.71786855748138,494.396204408654
2,18,3,5.17884466803986,586.659755966095
2,18,4,7.07788686624529,784.248121242631
2,18,5,7.8265697851815,701.687408335785
2,19,1,2.89669365903925,369.734877222085
2,19,2,4.91993761916829,535.032118557562
2,19,3,7.21893519842448,358.221565048288
2,19,4,5.59355056772702,645.428131278399
2,19,5,7.41715532416066,736.04089291452
2,20,1,2.49981764214597,295.716952685601
2,20,2,2.93523009254852,186.475685007617
2,20,3,4.58536329975294,459.040725732065
2,20,4,3.77779249258255,478.862601378851
2,20,5,6.71216971977391,650.435435170495
2,21,1,4.11597762591173,296.004945800216
2,21,2,6.49312094694852,408.284150968122
2,21,3,5.03086489519927,631.346822432904
2,21,4,5.98211244104902,663.480879018917
2,21,5,6.37177852020799,640.910406370528
2,22,1,5.33942170163614,709.999457735033
2,22,2,5.33206211908752,512.266612412827
2,22,3,5.72175354418868,714.299225191426
2,22,4,4.87488010357343,613.193748421091
2,22,5,7.55341204735176,738.981723179572
2,23,1,7.52438256906329,803.850171741703
2,23,2,6.7865354156581,726.978044377073
2,23,3,7.5246258641808,891.157627869844
2,23,4,9.50238859818988,1162.92811973779
2,23,5,10.1981751036673,970.960338191047
2,24,1,5.30412993007542,697.93185247595
2,24,2,7.07031386749592,660.171440553159
2,24,3,6.17851756753422,420.590772549268
2,24,4,9.47695802458523,999.983787962772
2,24,5,8.03262570149172,829.869029810581
2,25,1,3.592947237924,285.699113577612
2,25,2,3.58113444595499,283.121637623706
2,25,3,4.86344282122103,536.913313677332
2,25,4,5.38704692844645,699.492589373092
2,25,5,8.86286074757513,471.822065765523
2,26,1,4.79963277319554,684.121718411188
2,26,2,5.91200918699787,434.594700592772
2,26,3,5.91439080439208,691.593633440517
2,26,4,6.51140457241231,822.681514573868
2,26,5,8.26461641488752,639.426160033814
2,27,1,2.59148095352739,261.262614500556
2,27,2,2.57238920441569,268.387743540765
2,27,3,4.9617260347684,536.548383449965
2,27,4,4.55224032735972,221.138942563241
2,27,5,5.58077914660353,487.434899862934
2,28,1,4.08454468967989,509.383828986728
2,28,2,7.53690524498746,401.617673948737
2,28,3,4.76489951192794,463.361524605308
2,28,4,6.96132063051502,781.472073281582
2,28,5,6.14393725532888,600.374004803119
2,29,1,3.11386743165135,431.239803223987
2,29,2,4.09011656554903,338.127909012068
2,29,3,3.91440966827954,410.441881027419
2,29,4,5.97499222619887,753.90888542719
2,29,5,9.26303963320676,158.837097679575
2,30,1,4.80513978552585,444.311994870316
2,30,2,7.30759963305042,792.205548903349
2,30,3,6.83275813572383,527.647411593806
2,30,4,7.54841107446317,958.10529091724
2,30,5,9.50915404540351,925.593605163179
3,1,1,3.90546530046049,0.621615904583336
3,1,2,4.42670394441804,241.503845193592
3,1,3,5.47529469044247,554.754979323224
3,1,4,7.75296090407441,365.809647174298
3,1,5,8.04489110670719,816.2121294306
3,2,1,5.32461752008541,755.64094109452
3,2,2,4.97937262740957,487.200956458471
3,2,3,5.30004146729773,657.190397119063
3,2,4,5.9907302133212,597.043031640184
3,2,5,8.57669658952271,674.263852015456
3,3,1,3.56694183386152,473.742358890696
3,3,2,3.65392527668182,383.719905252968
3,3,3,4.94225376477778,634.267648164142
3,3,4,6.85828888301395,746.828418222995
3,3,5,8.28449644452308,721.190839377009
3,4,1,3.6216498755681,323.699687059008
3,4,2,5.09539090613414,530.49065413638
3,4,3,3.74725603047977,388.689209586356
3,4,4,5.76371881079766,722.903835617309
3,4,5,9.1613600314145,453.405104588745
3,5,1,3.57984999139166,236.723613935059
3,5,2,5.25845476947994,542.563969976221
3,5,3,5.30888865027257,417.631665560433
3,5,4,5.64997314973297,674.040231342319
3,5,5,9.21545570702134,884.954546784679
3,6,1,4.9312254157237,430.443296538528
3,6,2,6.41966863884177,638.575309183362
3,6,3,5.96458795338612,632.42804912119
3,6,4,6.60768799024426,824.515288325262
3,6,5,9.2535098182821,943.185256602835
3,7,1,2.99510862322649,425.8817262474
3,7,2,4.45192072481291,429.768066741954
3,7,3,3.88077473219095,480.440958052758
3,7,4,5.27917575197263,580.015803308318
3,7,5,5.07709879207287,517.630921719346
3,8,1,7.610433782896,-71.8820153348955
3,8,2,5.71856424833632,457.958706260579
3,8,3,4.139548534324,420.130239683604
3,8,4,4.16495635998581,514.794882026896
3,8,5,7.1456227920028,706.954002777241
3,9,1,5.67854568296483,814.723551764509
3,9,2,7.28553491494968,733.135171744602
3,9,3,4.12263774331962,403.70140321298
3,9,4,5.76470848089697,628.548405806009
3,9,5,10.249674626561,619.031360874561
3,10,1,4.71334132562656,564.594549612603
3,10,2,6.89699211391886,445.271173366201
3,10,3,5.6697884246631,714.554380093635
3,10,4,6.0238764498743,772.38772306909
3,10,5,9.05664716829533,905.198332791119
3,11,1,4.77569052171554,560.496884049677
3,11,2,5.01360630978568,379.819883601937
3,11,3,11.0693344203069,70.3063270911889
3,11,4,7.2734578993033,671.178485573062
3,11,5,7.65620719001798,752.278104970896
3,12,1,5.95534887619482,414.032878194874
3,12,2,5.19691836260827,460.856017655457
3,12,3,6.1773327181804,749.20718054114
3,12,4,8.1739768194194,955.984449889105
3,12,5,8.86780916700498,870.209808079185
3,13,1,4.86967725910723,386.461098167141
3,13,2,5.86284639463316,380.643219184042
3,13,3,3.74230132918975,471.234357904377
3,13,4,6.62119415742767,626.509297174041
3,13,5,8.34407451317097,832.533799953004
3,14,1,5.11102823705017,602.276157043458
3,14,2,7.23516930073593,425.638801968803
3,14,3,5.90239430434103,688.253044212316
3,14,4,8.16436533973207,1008.77331782008
3,14,5,10.1670382571344,896.78832851039
3,15,1,3.79087574358988,428.032728421256
3,15,2,6.04460387192564,643.928460894172
3,15,3,5.18403822862744,533.209819247131
3,15,4,6.88650633284449,717.757801284417
3,15,5,8.45301637644866,805.138159507027
3,16,1,4.94177734413646,476.529592260756
3,16,2,6.08962646708016,536.061634558633
3,16,3,5.07308808096724,642.513175791154
3,16,4,6.84909133608377,807.345245414477
3,16,5,7.33417035905596,718.887896107799
3,17,1,4.27400272996333,583.62615376753
3,17,2,4.78370885225274,506.13393713592
3,17,3,4.04023378185178,495.559163401742
3,17,4,7.16517128434558,512.576862803144
3,17,5,7.007019031425,713.064167691551
3,18,1,5.53317164423063,725.829267006619
3,18,2,6.10988723643789,319.27373635809
3,18,3,5.43338503906642,614.95999152997
3,18,4,7.13184053689849,765.318761150987
3,18,5,8.70181717155296,810.773079484708
3,19,1,3.38897521858396,445.942514518924
3,19,2,5.336728056796,580.308245885519
3,19,3,5.85523985973562,175.516239465465
3,19,4,6.04625688888884,714.872048490933
3,19,5,6.51316878559977,636.894432486813
3,20,1,3.13272063802002,385.457426444133
3,20,2,5.62847158176899,482.605099828679
3,20,3,5.07267428060625,518.43445810811
3,20,4,6.11599521283838,784.167102014673
3,20,5,5.87656175147477,564.782854463025
3,21,1,4.03418043447156,278.754061270334
3,21,2,6.66199667182875,417.652420240938
3,21,3,4.96499708905534,623.617824151625
3,21,4,4.47660782948286,470.719908392042
3,21,5,7.8466952510456,797.216182019608
3,22,1,2.88226215081546,343.560918548417
3,22,2,5.94032448899882,572.333795663682
3,22,3,4.14845268312753,501.734273950292
3,22,4,4.16197374309135,517.288774846077
3,22,5,5.48167566494329,523.765567587472
3,23,1,4.42800135778552,348.045759500451
3,23,2,4.19465385643617,437.889173301585
3,23,3,5.28486189444005,599.492563818698
3,23,4,5.83854042957408,677.774026664768
3,23,5,4.55728591356315,365.700719056091
3,24,1,2.7917608066671,317.477474036796
3,24,2,5.26612603506242,466.603892170305
3,24,3,4.86552685994355,187.77269370905
3,24,4,7.51869178520724,717.359395321308
3,24,5,5.56580576897412,568.246461134195
3,25,1,4.94948359636564,502.038627081305
3,25,2,5.82451039170738,546.826563755982
3,25,3,5.74106782501251,656.240185550811
3,25,4,6.10354625306209,793.910402222719
3,25,5,8.19621502811781,424.953432500079
3,26,1,3.96684280386569,556.224135433935
3,26,2,5.1303547901447,356.405201153696
3,26,3,5.39814267896099,626.4879359289
3,26,4,7.31594010138503,927.369396741319
3,26,5,7.86983208809508,609.800708315073
3,27,1,2.61281476227952,281.77458066252
3,27,2,3.91778542554692,416.684233490596
3,27,3,3.31088163454639,317.718881481367
3,27,4,4.96460659299345,271.156963071064
3,27,5,5.79856360978487,501.547279983319
3,28,1,3.9932359454043,497.445415410857
3,28,2,7.64210914984903,454.759378288045
3,28,3,6.22197508451982,666.019477346092
3,28,4,6.98197792802619,780.852246324277
3,28,5,7.9339385077114,794.452205556766
3,29,1,2.20172078637633,289.567104200799
3,29,2,4.1698574624929,338.524629983474
3,29,3,4.97372300102354,554.650075718895
3,29,4,5.04918827427313,632.270559180237
3,29,5,9.37029295392639,201.81953187186
3,30,1,4.14828837955571,367.107118918231
3,30,2,5.39494646820249,578.66930571478
3,30,3,5.92311270709386,371.670921631586
3,30,4,5.52904297278193,691.403051953613
3,30,5,7.51235466080069,718.541571526298
4,1,1,5.64074529447528,236.914294920295
4,1,2,6.43755604489753,464.766679429252
4,1,3,4.94302359478317,483.656463219557
4,1,4,7.72769506966053,411.660068485769
4,1,5,6.34699823381634,638.281820040559
4,2,1,1.77048976941385,222.48235830536
4,2,2,3.53177047835756,321.758142154999
4,2,3,4.40036678857963,537.690273140451
4,2,4,5.10038940890787,496.526187419825
4,2,5,6.24930430740345,424.597913952146
4,3,1,3.1532043861367,412.53240186396
4,3,2,5.38298009779322,573.189168689195
4,3,3,5.05866276911824,652.340058487958
4,3,4,6.29049582061066,673.28361289974
4,3,5,8.0093283101199,686.756152101779
4,4,1,3.823208385901,377.204700276976
4,4,2,5.5727639265221,582.034498744688
4,4,3,5.60821028838254,625.252004120587
4,4,4,5.06265391559716,630.168705921859
4,4,5,11.1336067324495,651.220912884812
4,5,1,5.23155867249448,480.225791085415
4,5,2,3.89473453997119,386.472541880938
4,5,3,6.32006547666729,550.321214106303
4,5,4,6.76889868487839,827.369854541488
4,5,5,9.70858067711922,934.34830613398
4,6,1,3.66422489077402,251.25238902395
4,6,2,2.87212206305698,236.332291309887
4,6,3,3.99007329513991,367.972166407068
4,6,4,6.32651785115578,789.204300784765
4,6,5,6.82715417823695,686.961406199646
4,7,1,2.53333954239405,354.810086359971
4,7,2,2.48257181464438,211.384918233366
4,7,3,4.0438798721738,505.571795731846
4,7,4,5.0231143705356,550.771335535407
4,7,5,5.03351567371273,513.032094733983
4,8,1,8.52975445900037,31.6457729054439
4,8,2,7.29833713547609,620.709351918962
4,8,3,7.52624433462793,860.216179116823
4,8,4,7.21090104105528,913.328108026189
4,8,5,7.92925788962168,794.183358587792
4,9,1,3.08272027814295,424.83169533894
4,9,2,2.63195845702106,206.420550553678
4,9,3,3.99321159134806,376.167908713432
4,9,4,5.40965699437943,581.178615904817
4,9,5,8.43205394313894,379.003946982656
4,10,1,4.59748371208278,551.456566150921
4,10,2,6.25102115050374,347.691404553617
4,10,3,6.31813826172293,798.476788448963
4,10,4,6.64660567480215,854.890464436661
4,10,5,8.0688874130677,807.83969310381
4,11,1,4.63667172204233,538.925393794434
4,11,2,7.18176725375816,625.579530527713
4,11,3,10.1429280005661,-81.9577590498415
4,11,4,6.37149593030246,539.967573067223
4,11,5,9.49636909126891,955.371684348304
4,12,1,4.28679427245913,206.337409953887
4,12,2,6.58024800514016,604.617133864496
4,12,3,5.15730091406389,613.622841477897
4,12,4,6.3744520346214,713.547565671971
4,12,5,7.60006393181934,739.621902328928
4,13,1,4.24353384800832,286.796731441325
4,13,2,5.73340686251976,361.936784052685
4,13,3,4.67909411336349,596.633223196133
4,13,4,5.69477894578015,485.45448607827
4,13,5,6.48497301722078,631.910555896349
4,14,1,4.65908996046663,528.880660169921
4,14,2,8.57636085971317,574.650062486402
4,14,3,6.4814816787767,766.239508039551
4,14,4,6.51558524690813,786.876842620679
4,14,5,8.80920345412545,743.914876460377
4,15,1,4.22237072938679,510.930327102072
4,15,2,5.03534624382374,527.736323672569
4,15,3,5.22297847512667,527.846513197704
4,15,4,6.50815541130879,666.701245890629
4,15,5,9.48421039280982,913.665326941341
4,16,1,3.08072890451617,205.281839874069
4,16,2,3.8998974634008,294.256234123855
4,16,3,2.99091093650833,366.125527259994
4,16,4,5.07051459615271,573.795097272304
4,16,5,6.12492736185714,587.570935283332
4,17,1,4.19246760301247,576.293115033879
4,17,2,5.79387000803885,616.982589294157
4,17,3,5.24952040815318,659.417028441886
4,17,4,6.60603049254769,420.841795630736
4,17,5,7.45593859707451,761.629221079203
4,18,1,2.45650116040979,248.165006468131
4,18,2,7.08681188337776,430.49156391141
4,18,3,5.96821327714201,684.905975507525
4,18,4,6.63300558630473,717.538922193912
4,18,5,5.90242985072388,509.808632513209
4,19,1,3.10822068570825,402.393448092825
4,19,2,2.70025268676519,286.774341978742
4,19,3,6.97351136217936,346.798424811534
4,19,4,4.58719545632918,513.675991280742
4,19,5,6.53379754035613,641.022658435119
4,20,1,1.09232392511879,90.5185856877933
4,20,2,2.74987003910161,180.472594848376
4,20,3,4.00349284880414,394.570163856035
4,20,4,4.28709763875906,545.157172481525
4,20,5,4.81831374832794,443.286143070712
4,21,1,4.85857715826524,426.759048240906
4,21,2,6.38727915399096,365.15782152014
4,21,3,3.7404866549734,461.092168813618
4,21,4,5.37550237065489,583.454673611001
4,21,5,5.82632606845033,577.7909080487
4,22,1,2.2879821915886,251.322675798473
4,22,2,3.12969144875476,266.289887113961
4,22,3,4.60912031776032,564.7231480376
4,22,4,4.95430996085621,622.992809578392
4,22,5,9.2464789145627,919.46868900942
4,23,1,5.57952202426044,506.368259512054
4,23,2,7.50705863858887,801.377215053737
4,23,3,6.47003823617227,757.09884195975
4,23,4,6.64225153422111,781.985526928818
4,23,5,7.62828365310705,693.550446601436
4,24,1,4.63165314260213,588.683501432866
4,24,2,6.9389814037725,647.22230024009
4,24,3,7.39397909008598,537.274353757467
4,24,4,8.44103864590645,823.559745822645
4,24,5,7.50365346846242,774.650512093536
4,25,1,3.92308954784783,330.974207180833
4,25,2,4.95271731348797,439.191267186689
4,25,3,5.75272313231292,655.413903460671
4,25,4,7.38262929255035,961.569339738427
4,25,5,9.81067089564763,566.746763496445
4,26,1,4.30480967605491,608.685127792612
4,26,2,7.97398802418732,662.518665769417
4,26,3,6.44209925514318,757.971035916323
4,26,4,6.33177677281471,795.926892057969
4,26,5,8.13494996872515,631.054660392085
4,27,1,5.21240063847057,677.729562887235
4,27,2,5.65281316960424,611.839497585155
4,27,3,6.44914814930599,733.356492225673
4,27,4,7.67526617973643,635.26738089053
4,27,5,6.75679687088874,619.330110490706
4,28,1,2.89939640521458,324.666419513339
4,28,2,5.88962341813887,233.045582212914
4,28,3,5.79041067665798,601.170216628423
4,28,4,6.09492832391262,658.729690708774
4,28,5,7.17788374395273,710.32113208518
4,29,1,3.97818569791729,559.864242609486
4,29,2,6.60982743286139,610.15970073497
4,29,3,4.92101502600252,549.60123414211
4,29,4,6.43904170682763,816.718030628465
4,29,5,11.5399547501854,422.232609781688
4,30,1,4.0060532474463,331.460343423219
4,30,2,4.20769436750261,447.306121481488
4,30,3,5.16627793141165,305.799868101019
4,30,4,4.1438768015174,507.180643736112
4,30,5,6.90322655026073,657.39130954244
5,1,1,6.06274213094748,279.25474323573
5,1,2,6.49245277932316,481.371589640269
5,1,3,6.03501258437136,628.650874440347
5,1,4,8.16359745034516,450.973351735509
5,1,5,7.49460357909218,761.240442139446
5,2,1,3.68721781532117,503.976493135887
5,2,2,4.936455868164,482.768206331286
5,2,3,4.88338072341863,603.361665270805
5,2,4,5.59176259095219,547.65925892002
5,2,5,9.45847042229178,774.341499069836
5,3,1,3.40414066310113,446.531577717547
5,3,2,6.0331685120146,646.457544740445
5,3,3,4.92740398177707,633.796800751167
5,3,4,7.1731541654364,775.330264214228
5,3,5,8.26109791446108,720.176022079792
5,4,1,3.58522619383872,324.675802382352
5,4,2,5.60142054049153,584.794086895824
5,4,3,4.25489730810665,445.853142464214
5,4,4,5.21053546267636,653.865013730609
5,4,5,9.72159840771729,506.380799196776
5,5,1,4.67335699756567,384.662615022761
5,5,2,4.93372711648468,501.013109536666
5,5,3,5.20668825520377,363.224034931352
5,5,4,5.1167267243736,606.374931859101
5,5,5,6.33231916868348,573.746154161408
5,6,1,4.42659534104264,344.786195505458
5,6,2,3.35714387405166,295.434252898977
5,6,3,5.0017764143922,501.854210443772
5,6,4,5.6847743630377,705.544804647903
5,6,5,6.58305439471847,662.770818224021
5,7,1,2.90195046785587,411.620131295755
5,7,2,5.74705577906642,572.35000334969
5,7,3,3.62356161011424,447.485494557741
5,7,4,6.50528665504943,731.726977355908
5,7,5,5.18865414555797,528.969816925396
5,8,1,6.19369327667373,-189.778271266439
5,8,2,5.34581679159385,395.241553971322
5,8,3,5.43347878041435,585.013435938195
5,8,4,5.80864023596373,727.551049525965
5,8,5,6.46676155897618,637.982627512554
5,9,1,4.33838948605863,610.272582893592
5,9,2,4.70286961883026,444.819077119265
5,9,3,6.20909015706516,674.270531301019
5,9,4,5.56750812405837,595.668354860274
5,9,5,9.32575524301697,506.909967654936
5,10,1,2.93921161488298,301.937005297786
5,10,2,6.45009594561533,407.615423330015
5,10,3,4.95500333240567,619.356571985965
5,10,4,4.56250401671195,581.891274774882
5,10,5,4.639085982587,437.931730450128
5,11,1,5.01278674169832,591.562702255363
5,11,2,8.16222518036689,744.661567121814
5,11,3,11.3338052051987,82.6007120016118
5,11,4,7.34602867132484,686.231598679844
5,11,5,9.67673239253625,973.81278148775
5,12,1,5.55767182611153,360.987518965455
5,12,2,6.09547552587547,549.037286593848
5,12,3,4.78188727613925,569.00195734427
5,12,4,6.96064922665879,810.800377212277
5,12,5,7.26770367867451,704.746568615272
5,13,1,5.27045823932045,475.664375909106
5,13,2,6.35311642644808,418.197204793555
5,13,3,6.02617843846905,773.752744034337
5,13,4,6.98611241327535,670.536376941351
5,13,5,6.94408288810487,682.75394355058
